date,nav,event
2026-04-28 08:49:00.156120+00:00,10000.0,signal_rebalance
2026-04-28 09:03:43.149635+00:00,10000.07,signal_rebalance
2026-04-30 06:18:22.046766+00:00,9907.27,signal_rebalance
2026-05-02 02:33:19.571893+00:00,10022.73,signal_rebalance
